Company,Inches,Cpu,Ram,Memory,Gpu,Price,Price in Dollars
HP,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,58554.72,702.65664
Dell,14.0,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,62817.12,753.8054400000001
Acer,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,23539.104,282.469248
Dell,15.6,Intel Xeon E3-1505M V6 3GHz,8,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,106187.04,1274.2444799999998
MSI,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,54757.9872,657.0958464
Microsoft,13.5,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Intel Iris Plus Graphics 640,137941.91999999998,1655.3030399999998
HP,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,31381.92,376.58304
Dell,15.6,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD,Nvidia Quadro M620,105228.0,1262.736
HP,15.6,Intel Core i7 7820HQ 2.9GHz,8,512GB SSD,Intel HD Graphics 620,81731.52,980.7782400000001
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,71661.59999999999,859.9391999999999
Dell,15.6,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,52161.12,625.93344
Dell,11.6,Intel Pentium Quad Core N3710 1.6GHz,4,500GB HDD,Intel HD Graphics 405,25521.12,306.25344
Dell,17.3,Intel Core i7 7700HQ 2.7GHz,8,1TB HDD,Nvidia GeForce GTX 1060,109010.88,1308.13056
Microsoft,13.5,Intel Core M m3-7Y30 2.2GHz,4,128GB SSD,Intel HD Graphics 615,52693.92,632.32704
Microsoft,13.5,Intel Core i7 7660U 2.5GHz,8,256GB SSD,Intel Iris Plus Graphics 640,95850.72,1150.20864
HP,17.3,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,34093.872,409.12646400000006
Acer,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 940MX,28984.32,347.81184
Acer,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,23176.8,278.1216
Asus,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,39906.72,478.88064
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,8,512GB SSD,AMD Radeon R7 M460,42570.72,510.84864000000005
Lenovo,15.6,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Nvidia Quadro M2200M,111355.2,1336.2624
Asus,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 500,16197.12,194.36544
Acer,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Nvidia GeForce GTX 940MX,24988.32,299.85984
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,2TB HDD,AMD Radeon 530,40439.52,485.27423999999996
HP,17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,90522.72,1086.2726400000001
Lenovo,14.0,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Intel HD Graphics 520,98994.24,1187.9308800000001
HP,13.3,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,106506.72,1278.0806400000001
HP,15.6,Intel Core i5 7200U 2.5GHz,8,500GB HDD,AMD FirePro W4190M ,61485.12,737.82144
Google,12.3,Intel Core i5 7Y57 1.2GHz,8,128GB SSD,Intel HD Graphics 615,67932.0,815.184
Dell,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,98133.768,1177.605216
Asus,15.6,Intel Core i7 6700HQ 2.6GHz,12,128GB SSD +  1TB HDD,Intel HD Graphics 530,69210.72,830.52864
Dell,14.0,Intel Core i3 6100U 2.3GHz,8,128GB SSD,Intel HD Graphics 520,39427.2,473.1264
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,128298.24,1539.57888
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,180GB SSD,Intel HD Graphics 620,72673.92,872.08704
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 520,35964.0,431.568
Toshiba,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,89084.16,1069.00992
Dell,15.6,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Nvidia GeForce 940MX,67239.36,806.8723200000001
Dell,15.6,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,31254.048,375.04857599999997
HP,13.3,Intel Core i5 8250U 1.6GHz,4,128GB SSD,Intel UHD Graphics 620,38681.28,464.17536
Chuwi,15.6,Intel Atom x5-Z8350 1.44GHz,4,64GB Flash Storage,Intel HD Graphics,13261.392000000002,159.13670400000004
Lenovo,15.6,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Intel HD Graphics 520,30103.2,361.2384
Lenovo,14.0,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,55890.72,670.6886400000001
Dell,15.6,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M620,124568.64,1494.82368
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,101178.72,1214.14464
Lenovo,12.5,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,95797.44,1149.5692800000002
Asus,12.5,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,103896.0,1246.752
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,53918.82719999999,647.0259263999999
Toshiba,13.3,Intel Core i7 7500U 2.7GHz,32,512GB SSD,Intel HD Graphics 620,149130.72,1789.56864
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,71928.0,863.136
Acer,15.6,AMD A10-Series 9620P 2.5GHz,8,1TB HDD,AMD Radeon RX 540,30849.12,370.18944
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,24,256GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,67612.31999999999,811.3478399999999
Lenovo,12.5,Intel Core i5 6200U 2.3GHz,8,180GB SSD,Intel HD Graphics 520,58554.72,702.65664
Lenovo,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,47893.39199999999,574.720704
HP,14.0,Intel Core i7 7600U 2.8GHz,8,1TB SSD,Intel HD Graphics 620,93186.72,1118.24064
Lenovo,13.3,Intel Core i3 7100U 2.4GHz,8,256GB SSD,Intel HD Graphics 620,50562.72,606.75264
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,48538.08,582.45696
Asus,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,64GB Flash Storage,Intel HD Graphics 500,18115.2,217.38240000000002
HP,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon 520,32979.7872,395.7574464
Lenovo,13.9,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,85194.72,1022.33664
Lenovo,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,15930.72,191.16863999999998
Lenovo,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB SSD,Intel HD Graphics 400,14119.2,169.43040000000002
Lenovo,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,50562.72,606.75264
Asus,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,65214.72,782.57664
Acer,15.6,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Nvidia GeForce MX150,32660.64,391.92768
HP,13.3,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,70489.44,845.87328
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,61218.72,734.62464
Dell,13.3,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,47898.72,574.7846400000001
Acer,15.6,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Nvidia GeForce 940MX,34045.92,408.55104
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,44542.08,534.50496
Dell,15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,64961.10719999999,779.5332864
Xiaomi,15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD,Nvidia GeForce MX150,74589.336,895.0720319999999
Asus,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,13053.6,156.6432
HP,15.6,Intel Core i5 8250U 1.6GHz,4,1TB HDD,Intel UHD Graphics 620,27783.9216,333.40705920000005
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,24,512GB SSD,Nvidia GeForce GTX1080,158135.04,1897.62048
HP,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,47365.92,568.39104
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,80133.12,961.59744
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,74538.72,894.46464
HP,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,74538.72,894.46464
Dell,14.0,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,68184.0144,818.2081728
HP,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,36709.92,440.51903999999996
Dell,17.3,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,47365.92,568.39104
Lenovo,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,71395.2,856.7424
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Nvidia GeForce 920MX,42570.72,510.84864000000005
Lenovo,15.6,Intel Core i3 6006U 2GHz,8,2TB HDD,Nvidia GeForce 920MX ,24455.52,293.46624
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon R5 M430,31168.8,374.0256
Dell,15.6,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 620,73366.56,880.39872
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,160520.3856,1926.2446272000002
Toshiba,15.6,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Intel HD Graphics 620,45820.8,549.8496
Asus,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,69210.72,830.52864
Mediacom,13.3,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,19660.32,235.92384
Asus,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,87858.72,1054.30464
Dell,15.6,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,72940.31999999999,875.2838399999999
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 530,42486.0048,509.83205760000004
HP,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,256GB SSD,Intel HD Graphics 405,21258.1872,255.09824640000002
HP,17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,Nvidia GeForce GTX 1060,95850.72,1150.20864
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,45767.52,549.21024
Dell,13.3,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,74538.72,894.46464
Dell,14.0,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,39207.1536,470.4858432
HP,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,61005.6,732.0672
Acer,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,42517.44,510.20928000000004
Asus,15.6,AMD E-Series 7110 1.8GHz,4,500GB HDD,AMD Radeon R2 Graphics,18594.72,223.13664000000003
HP,15.6,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,37589.04,451.06848
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,41824.8,501.89760000000007
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,4,1TB HDD,Intel HD Graphics 520,24634.008,295.60809600000005
HP,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,21152.16,253.82592
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,92121.12,1105.45344
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,26586.72,319.04064
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,59513.2272,714.1587264
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,143802.72,1725.63264
HP,17.3,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,28992.312,347.90774400000004
HP,17.3,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 930MX,68198.4,818.3807999999999
Asus,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,11934.72,143.21663999999998
Mediacom,13.3,Intel Atom x5-Z8350 1.44GHz,4,32GB Flash Storage,Intel HD Graphics,13586.4,163.0368
Lenovo,17.3,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,50562.72,606.75264
HP,15.6,AMD A10-Series A10-9620P 2.5GHz,6,128GB SSD,AMD Radeon 530,30310.992,363.731904
Dell,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M420,32921.712,395.060544
Acer,11.6,Intel Celeron Dual Core N3350 2.0GHz,4,32GB Flash Storage,Intel HD Graphics 500,18594.72,223.13664000000003
Lenovo,15.6,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,33566.4,402.7968
HP,13.3,Intel Core M 6Y75 1.2GHz,16,512GB SSD,Intel HD Graphics 515,104695.2,1256.3424
Lenovo,17.3,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M620M,159786.72,1917.44064
Asus,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,44701.92,536.42304
Dell,13.3,Intel Core i5 8250U 1.6GHz,8,128GB SSD,Intel UHD Graphics 620,85194.72,1022.33664
Dell,15.6,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Intel HD Graphics 620,51095.52,613.1462399999999
Fujitsu,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,39373.92,472.48704
Lenovo,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,500GB HDD,Intel HD Graphics 505,18328.32,219.93984
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,52747.2,632.9664
HP,17.3,Intel Core i5 7440HQ 2.8GHz,8,500GB HDD,Nvidia Quadro M1200,99153.5472,1189.8425664000001
HP,14.0,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,20725.92,248.71104
HP,15.6,AMD A9-Series A9-9420 3GHz,6,256GB SSD,AMD Radeon 530,34578.72,414.94464000000005
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,44222.4,530.6688
Lenovo,15.6,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel HD Graphics 620,36496.8,437.96160000000003
Mediacom,14.0,Intel Atom x5-Z8350 1.44GHz,4,32GB SSD,Intel HD Graphics,13266.72,159.20064
Toshiba,14.0,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,99367.2,1192.4064
Lenovo,17.3,Intel Core i7 6820HK 2.7GHz,32,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,141884.63999999998,1702.6156799999999
MSI,17.3,Intel Core i7 7820HK 2.9GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,145401.12,1744.81344
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R5 M430,39907.2528,478.88703360000005
Mediacom,14.0,Intel Celeron Quad Core N3450 1.1GHz,4,32GB SSD,Intel HD Graphics 500,20725.92,248.71104
Dell,15.6,Intel Core i5 7300U 2.6GHz,8,500GB HDD,Intel HD Graphics 620,53733.94559999999,644.8073471999999
HP,13.3,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,38308.32,459.69984
Dell,15.6,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Nvidia GeForce 930MX,81912.13919999999,982.9456703999999
Dell,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,15717.6,188.6112
MSI,17.3,Intel Core i7 6820HK 2.7GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,125154.72,1501.85664
HP,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,79813.44,957.76128
Lenovo,14.0,Intel Core i7 6600U 2.6GHz,12,256GB SSD,Intel HD Graphics 520,89137.44,1069.64928
Lenovo,15.6,Intel Core i7 8550U 1.8GHz,12,1TB HDD,Intel HD Graphics 620,32447.52,389.37024
Asus,17.3,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,94305.6,1131.6672
Asus,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 520,39373.92,472.48704
Lenovo,15.6,AMD A12-Series 9720P 3.6GHz,12,512GB SSD,AMD Radeon 530,50562.72,606.75264
Dell,11.6,Intel Core M 7Y30 1.0GHz,4,128GB SSD,Intel HD Graphics 615,32127.84,385.53408
Samsung,15.6,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,90522.72,1086.2726400000001
Lenovo,17.3,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,28185.12,338.22144
Lenovo,15.6,Intel Core i3 6100U 2.3GHz,8,1TB HDD,Intel HD Graphics 520,24455.52,293.46624
Lenovo,13.3,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,107892.0,1294.704
Lenovo,14.0,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Intel HD Graphics 630,78534.72,942.41664
Dell,12.5,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,88977.59999999999,1067.7312
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M620,93932.64,1127.19168
HP,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,64948.32,779.3798400000001
HP,15.6,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,35616.6144,427.3993728
Acer,14.0,Intel Celeron Quad Core N3450 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,17529.12,210.34944
MSI,17.3,Intel Core i7 6820HK 2.7GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,117162.72,1405.95264
Dell,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M420,24775.2,297.30240000000003
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,122490.72,1469.8886400000001
Toshiba,15.6,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,74538.72,894.46464
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Intel HD Graphics 620,30049.92,360.59904
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Intel HD Graphics 630,69210.72,830.52864
Acer,14.0,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel HD Graphics 405,18594.72,223.13664000000003
Lenovo,15.6,Intel Xeon E3-1535M v6 3.1GHz,32,1TB SSD,Nvidia Quadro M2200M,261018.72,3132.22464
Dell,15.6,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,Nvidia GeForce GTX 960<U+039C>,46833.6528,562.0038336
Dell,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,23650.992,283.81190399999997
Dell,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,19127.52,229.53024000000002
Dell,15.6,Intel Core i5 7300U 2.6GHz,4,500GB HDD,Intel HD Graphics 620,46300.32,555.60384
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,62231.04,746.77248
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,128GB SSD,AMD Radeon R5 M420,30316.32,363.79584
HP,15.6,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,74005.92,888.07104
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,120831.5808,1449.9789696
Acer,11.6,Intel Celeron Quad Core N3160 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,20193.12,242.31744
HP,14.0,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,59886.72,718.6406400000001
Lenovo,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,78055.2,936.6623999999999
Dell,15.6,Intel Core i5 8250U 1.6GHz,4,1TB HDD,AMD Radeon 530,41345.28,496.14336
Fujitsu,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,42570.72,510.84864000000005
HP,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,49656.96,595.88352
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 920MX,47898.72,574.7846400000001
Mediacom,14.0,Intel Atom x5-Z8350 1.44GHz,2,32GB Flash Storage,Intel HD Graphics,12733.92,152.80704
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,24935.04,299.22048
Asus,13.3,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Intel HD Graphics 620,34046.4528,408.5574336
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,96969.6,1163.6352000000002
Asus,14.0,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,101232.0,1214.784
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,78801.12,945.61344
Lenovo,15.6,Intel Core i5 8250U 1.6GHz,4,256GB SSD,Intel UHD Graphics 620,44169.12,530.02944
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Nvidia GeForce 920MX ,30849.12,370.18944
Asus,15.6,Intel Celeron Dual Core N3350 1.1GHz,8,1TB HDD,Intel HD Graphics 500,21258.72,255.10464000000002
Asus,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,48304.7136,579.6565632
Dell,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,99580.32,1194.9638400000001
Lenovo,14.0,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,13266.72,159.20064
Lenovo,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,93635.3376,1123.6240512
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,1TB SSD,Nvidia GeForce GTX 1050,127818.72,1533.82464
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050M,59087.52,709.05024
HP,17.0,AMD A9-Series 9420 3GHz,8,1TB HDD,AMD Radeon R5,27753.552,333.042624
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,130536.0,1566.432
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050 Ti,62284.32,747.41184
Acer,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,23976.0,287.712
Lenovo,14.0,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics,14598.72,175.18464
Acer,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel Graphics 620,48964.32,587.57184
Razer,14.0,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia GeForce GTX 1060,138474.72,1661.6966400000001
Toshiba,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,64628.64,775.54368
Lenovo,12.5,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,84395.52,1012.7462400000001
Asus,17.3,Intel Core i7 6820HK 2.7GHz,32,512GB SSD,Nvidia GeForce GTX 1080,149130.72,1789.56864
Acer,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,37775.52,453.30623999999995
Dell,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,77250.672,927.0080640000001
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,63499.10399999999,761.989248
HP,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,19441.872,233.302464
Toshiba,15.6,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Intel HD Graphics 620,56689.92,680.27904
Dell,15.6,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 530,48964.32,587.57184
Dell,15.6,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,60472.8,725.6736000000001
Lenovo,15.6,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,63722.88,764.6745599999999
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,167691.8736,2012.3024831999999
Dell,14.0,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,65481.12,785.77344
Lenovo,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,22324.32,267.89184
Lenovo,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,28504.8,342.0576
HP,15.6,Intel Core i3 6006U 2GHz,6,1TB HDD,AMD Radeon R5 M430,28717.92,344.61503999999996
